Chip Run Info,D:\PCR DATA\Goran\01072014 HSC ss5 MS\ChipRun.bml,1361898495,96.96 (136x),GE 96x96 Standard v2,ROX,FAM-MGB,7/1/2014 5:04:21 PM,01:31:10,BIOMARKHD151
Application Version,4.1.2
Application Build,20140110.1735
Export Type,Table Results
Quality Threshold,0.6
Baseline Correction Method,Linear (Derivative)
Ct Threshold Method,Auto (Detectors)


Experiment Information,Experiment Information,Experiment Information,Experiment Information,Experiment Information,Experiment Information,Experiment Information,Experiment Information,FAM-MGB,FAM-MGB,FAM-MGB,FAM-MGB,FAM-MGB,FAM-MGB,FAM-MGB,FAM-MGB,FAM-MGB,FAM-MGB,FAM-MGB,FAM-MGB,FAM-MGB,FAM-MGB,User
Chamber,Sample,Sample,Sample,Sample,FAM-MGB,FAM-MGB,FAM-MGB,Ct,Ct,Ct,Ct,Delta Ct Sample,Delta Ct Sample,Delta Ct Sample,Delta Ct Reagent,Delta Ct Reagent,Delta Ct Reagent,Delta Delta Ct,Delta Delta Ct,Delta Delta Ct,Delta Delta Ct,Defined
ID,Name,Type,rConc,Reference,Name,Type,Reference,Value,Quality,Call,Threshold,Value,Quality,Call,Value,Quality,Call,Value,Fold Change,Quality,Call,Comments
S06-A47,SS6,Unknown,1, ,mKi67,Test,ref,999,0,Fail,0.00665043797732045,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S06-A48,SS6,Unknown,1, ,SELL,Test,ref,16.8343616137763,0.96775173150488,Pass,0.00840508919325634,999,0,Fail,4.65838651844042,0.940985217759941,Pass,999,-1,0,Fail,
S06-A54,SS6,Unknown,1, ,CD99,Test,ref,15.1691617975753,0.931478104083542,Pass,0.00879726160737329,999,0,Fail,2.99318670223951,0.931478104083542,Pass,999,-1,0,Fail,
S06-A53,SS6,Unknown,1, ,CD61,Test,ref,999,0,Fail,0.0106381859274878,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S06-A52,SS6,Unknown,1, ,CD4,Test,ref,999,0,Fail,0.00718298207592986,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S06-A51,SS6,Unknown,1, ,CD22,Test,ref,999,0,Fail,0.00877939272834603,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S06-A50,SS6,Unknown,1, ,CD11a,Test,ref,999,0,Fail,0.00812914085089729,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S06-A49,SS6,Unknown,1, ,CCNB1,Test,ref,999,0,Fail,0.0138130606667782,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S06-A60,SS6,Unknown,1, ,SELP,Test,ref,999,0,Fail,0.00733681638298117,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S06-A59,SS6,Unknown,1, ,MPL,Test,ref,17.5587749329781,0.917550263383231,Pass,0.00889315713841857,999,0,Fail,5.3827998376423,0.917550263383231,Pass,999,-1,0,Fail,
S06-A58,SS6,Unknown,1, ,IL2RG,Test,ref,999,0,Fail,0.0102484366681444,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S06-A57,SS6,Unknown,1, ,HEY2,Test,ref,999,0,Fail,0.00937299001922149,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S06-A56,SS6,Unknown,1, ,ERG,Test,ref,12.7243823707078,0.853932119973105,Fail,0.00736185684040496,999,0,Fail,0.548407275371989,0.853932119973105,Fail,999,-1,0,Fail,
S06-A55,SS6,Unknown,1, ,CEACAM3,Test,ref,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S06-A66,SS6,Unknown,1, ,CDKN1A,Test,ref,25.5523894507937,0.858236837609098,Pass,0.0038182707736666,999,0,Fail,13.3764143554578,0.858236837609098,Pass,999,-1,0,Fail,
S06-A65,SS6,Unknown,1, ,CD63,Test,ref,11.6868785943588,0.845577344142677,Pass,0.0103470318132771,999,0,Fail,-0.489096500977006,0.845577344142677,Pass,999,-1,0,Fail,
S06-A64,SS6,Unknown,1, ,CD48,Test,ref,15.6480764647075,0.936358652912028,Pass,0.011165875493998,999,0,Fail,3.4721013693717,0.936358652912028,Pass,999,-1,0,Fail,
S06-A63,SS6,Unknown,1, ,CD243,Test,ref,999,0,Fail,0.0143776782048589,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S06-A62,SS6,Unknown,1, ,CD13,Test,ref,999,0,Fail,0.0106337688185634,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S06-A61,SS6,Unknown,1, ,CCNC,Test,ref,18.6933511631708,0.657939065705713,Pass,0.0131207306365164,999,0,Fail,6.517376067835,0.657939065705713,Pass,999,-1,0,Fail,
S06-A72,SS6,Unknown,1, ,TAL1,Test,ref,17.0323251009869,0.818602532104712,Pass,0.0105145637107563,999,0,Fail,4.85635000565107,0.818602532104712,Pass,999,-1,0,Fail,
S06-A71,SS6,Unknown,1, ,MPO,Test,ref,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S06-A70,SS6,Unknown,1, ,IL7R,Test,ref,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S06-A69,SS6,Unknown,1, ,HMGA2,Test,ref,21.9787863665873,1,Pass,0.011342936222251,999,0,Fail,9.80281127125146,0.940985217759941,Pass,999,-1,0,Fail,
S06-A68,SS6,Unknown,1, ,FLI1,Test,ref,16.8549044504657,0.798645479863875,Pass,0.00577758540573219,999,0,Fail,4.6789293551299,0.798645479863875,Pass,999,-1,0,Fail,
S06-A67,SS6,Unknown,1, ,CEACAM5,Test,ref,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S06-A78,SS6,Unknown,1, ,CDKN1B,Test,ref,999,0,Fail,0.00779516202939579,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S06-A77,SS6,Unknown,1, ,CD71,Test,ref,15.9633367588047,1,Pass,0.014061906373137,999,0,Fail,3.78736166346891,0.940985217759941,Pass,999,-1,0,Fail,
S06-A76,SS6,Unknown,1, ,CD49e,Test,ref,999,0,Fail,0.011205159218408,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S06-A75,SS6,Unknown,1, ,CD244,Test,ref,17.8491509325246,0.978640574441782,Pass,0.0133227052026465,999,0,Fail,5.67317583718877,0.940985217759941,Pass,999,-1,0,Fail,
S06-A74,SS6,Unknown,1, ,CD15,Test,ref,18.8664404977261,1,Pass,0.0103571401368519,999,0,Fail,6.69046540239027,0.940985217759941,Pass,999,-1,0,Fail,
S06-A73,SS6,Unknown,1, ,CCND1,Test,ref,999,0,Fail,0.0081677341556075,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S06-A84,SS6,Unknown,1, ,THY1,Test,ref,26.4995643560203,0.817047997146064,Pass,0.0065164486298048,999,0,Fail,14.3235892606844,0.817047997146064,Pass,999,-1,0,Fail,
S06-A83,SS6,Unknown,1, ,Notch1,Test,ref,14.5805793621612,0.988444545125126,Pass,0.00529467926150921,999,0,Fail,2.40460426682536,0.940985217759941,Pass,999,-1,0,Fail,
S06-A82,SS6,Unknown,1, ,ITGB7,Test,ref,999,0,Fail,0.0092058463308281,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S06-A81,SS6,Unknown,1, ,HOXA5,Test,ref,999,0,Fail,0.00604053731352747,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S06-A80,SS6,Unknown,1, ,FLT3,Test,ref,16.1892506575387,0.808298273259111,Pass,0.0100339840136811,999,0,Fail,4.01327556220284,0.808298273259111,Pass,999,-1,0,Fail,
S06-A79,SS6,Unknown,1, ,CEACAM6,Test,ref,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S06-A90,SS6,Unknown,1, ,Cdkn1c,Test,ref,999,0,Fail,0.00488845349121929,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S06-A89,SS6,Unknown,1, ,CD86,Test,ref,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S06-A88,SS6,Unknown,1, ,CD49f,Test,ref,18.1078517909216,0.933737473757867,Pass,0.0159430412820121,999,0,Fail,5.93187669558581,0.933737473757867,Pass,999,-1,0,Fail,
S06-A87,SS6,Unknown,1, ,CD33,Test,ref,999,0,Fail,0.0120626810533097,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S06-A86,SS6,Unknown,1, ,CD151,Test,ref,17.0101139142246,0.846244752444281,Pass,0.0145099881811032,999,0,Fail,4.83413881888875,0.846244752444281,Pass,999,-1,0,Fail,
S06-A85,SS6,Unknown,1, ,CCNE1,Test,ref,999,0,Fail,0.0102196121843372,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S06-A96,SS6,Unknown,1, ,VWF,Test,ref,999,0,Fail,0.00382006558225211,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S06-A95,SS6,Unknown,1, ,Pu1,Test,ref,999,0,Fail,0.00638928502851184,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S06-A94,SS6,Unknown,1, ,KIT,Test,ref,14.8961594446412,0.97380452452293,Pass,0.00699479270713429,999,0,Fail,2.72018434930538,0.940985217759941,Pass,999,-1,0,Fail,
S06-A93,SS6,Unknown,1, ,HOXB4,Test,ref,999,0,Fail,0.00524913885620777,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S06-A92,SS6,Unknown,1, ,ref,Reference,,12.4882115159367,0.881970435519882,Pass,0.00547711740858932,999,0,Fail,0.312236420600906,0.881970435519882,Pass,999,-1,0,Fail,
S06-A91,SS6,Unknown,1, ,CEBPalfa,Test,ref,16.3638467507698,0.960407710450277,Pass,0.00479386673841566,999,0,Fail,4.18787165543393,0.940985217759941,Pass,999,-1,0,Fail,
S95-A01,SS92,Unknown,1,,ACE,Test,ref,999,0,Fail,0.00417469413939947,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S95-A02,SS92,Unknown,1,,Ccnf,Test,ref,999,0,Fail,0.00762680449631716,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S95-A03,SS92,Unknown,1,,Cd162,Test,ref,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S95-A04,SS92,Unknown,1,,CD34,Test,ref,15.1354248682304,0.797995079579002,Pass,0.0110004302618243,999,0,Fail,2.45895767149107,0.797995079579002,Pass,999,-1,0,Fail,
S95-A05,SS92,Unknown,1,,CD53,Test,ref,15.9444336686464,0.966452069278126,Pass,0.00961195006642353,999,0,Fail,3.26796647190713,0.964158270290059,Pass,999,-1,0,Fail,
S95-A06,SS92,Unknown,1,,CD9,Test,ref,999,0,Fail,0.0131871627125278,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S95-A07,SS92,Unknown,1,,CDKN2A,Test,ref,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S95-A08,SS92,Unknown,1,,CSF3R,Test,ref,13.2680787843153,0.927945106087076,Pass,0.00739483819285099,999,0,Fail,0.591611587575997,0.927945106087076,Pass,999,-1,0,Fail,
S95-A09,SS92,Unknown,1,,GATA1,Test,ref,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S95-A10,SS92,Unknown,1,,HPRT,Test,ref,16.2465316304077,0.781591287626375,Pass,0.00798256174323489,999,0,Fail,3.57006443366837,0.781591287626375,Pass,999,-1,0,Fail,
S95-A11,SS92,Unknown,1,,Lin28B,Test,ref,999,0,Fail,0.00623241913871582,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S95-A12,SS92,Unknown,1,,RAG2,Test,ref,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S95-A13,SS92,Unknown,1,,AHR,Test,ref,16.6341702378167,1,Pass,0.0106856699938162,999,0,Fail,3.95770304107745,0.964158270290059,Pass,999,-1,0,Fail,
S95-A14,SS92,Unknown,1,,CCNG1,Test,ref,13.8775635384924,1,Pass,0.00646031329530732,999,0,Fail,1.20109634175309,0.964158270290059,Pass,999,-1,0,Fail,
S95-A15,SS92,Unknown,1,,CD165,Test,ref,999,0,Fail,0.00740489284862091,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S95-A16,SS92,Unknown,1,,CD35,Test,ref,999,0,Fail,0.00586561205902168,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S95-A17,SS92,Unknown,1,,CD54,Test,ref,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S95-A18,SS92,Unknown,1,,CD93,Test,ref,999,0,Fail,0.00678282059893852,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S95-A19,SS92,Unknown,1,,CDKN2B,Test,ref,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S95-A20,SS92,Unknown,1,,EBF1,Test,ref,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S95-A21,SS92,Unknown,1,,GATA2,Test,ref,999,0,Fail,0.00532992442214292,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S95-A22,SS92,Unknown,1,,ID2,Test,ref,18.5610934539523,0.907822049960884,Pass,0.0122855592702119,999,0,Fail,5.88462625721299,0.907822049960884,Pass,999,-1,0,Fail,
S95-A23,SS92,Unknown,1,,LMO2,Test,ref,15.0476606709672,0.742640862679075,Pass,0.00758847865136622,999,0,Fail,2.37119347422788,0.742640862679075,Pass,999,-1,0,Fail,
S95-A24,SS92,Unknown,1,,ref,Reference,,12.7512686033705,1,Pass,0.00547711740858932,999,0,Fail,0.0748014066311633,0.964158270290059,Pass,999,-1,0,Fail,
S95-A25,SS92,Unknown,1,,BMI1,Test,ref,15.5237393212606,0.804051563387338,Pass,0.0128993322677345,999,0,Fail,2.84727212452134,0.804051563387338,Pass,999,-1,0,Fail,
S95-A26,SS92,Unknown,1,,CCR,Test,ref,999,0,Fail,0.00818805193545112,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S95-A27,SS92,Unknown,1,,CD18,Test,ref,999,0,Fail,0.00925003762727756,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S95-A28,SS92,Unknown,1,,CD36,Test,ref,999,0,Fail,0.0142798031525467,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S95-A29,SS92,Unknown,1,,CD55,Test,ref,16.2871344608691,0.797677318611319,Pass,0.00668291726756213,999,0,Fail,3.61066726412976,0.797677318611319,Pass,999,-1,0,Fail,
S95-A30,SS92,Unknown,1,,CD97,Test,ref,21.5138164851304,0.900209846678968,Pass,0.00847193364645452,999,0,Fail,8.83734928839109,0.900209846678968,Pass,999,-1,0,Fail,
S95-A31,SS92,Unknown,1,,CDKN2C,Test,ref,999,0,Fail,0.00740745955247231,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S95-A32,SS92,Unknown,1,,ENG,Test,ref,18.2432429821399,0.849347944499754,Pass,0.00900706227692326,999,0,Fail,5.56677578540059,0.849347944499754,Pass,999,-1,0,Fail,
S95-A33,SS92,Unknown,1,,GFI1,Test,ref,999,0,Fail,0.00459278880011109,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S95-A34,SS92,Unknown,1,,IGF2BPI,Test,ref,15.9342243140382,1,Pass,0.00917964402223912,999,0,Fail,3.25775711729887,0.964158270290059,Pass,999,-1,0,Fail,
S95-A35,SS92,Unknown,1,,LYL1,Test,ref,16.0253947254695,0.774943147420878,Pass,0.00543433262818719,999,0,Fail,3.34892752873017,0.774943147420878,Pass,999,-1,0,Fail,
S95-A36,SS92,Unknown,1,,RUNX1,Test,ref,15.4196663478752,0.905796249097294,Pass,0.00906314899108036,999,0,Fail,2.74319915113589,0.905796249097294,Pass,999,-1,0,Fail,
S95-A37,SS92,Unknown,1,,CCNA1,Test,ref,999,0,Fail,0.0233889804490084,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S95-A38,SS92,Unknown,1,,CD100,Test,ref,999,0,Fail,0.00775506250391744,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S95-A39,SS92,Unknown,1,,CD84,Test,ref,16.1275107578596,0.721228745387753,Pass,0.0195040049282306,999,0,Fail,3.4510435611203,0.721228745387753,Pass,999,-1,0,Fail,
S95-A40,SS92,Unknown,1,,CD38,Test,ref,999,0,Fail,0.015635308545831,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S95-A41,SS92,Unknown,1,,CD56,Test,ref,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S95-A42,SS92,Unknown,1,,CD98,Test,ref,16.4986377117229,0.871600922577518,Pass,0.00959679854555403,999,0,Fail,3.82217051498362,0.871600922577518,Pass,999,-1,0,Fail,
S95-A43,SS92,Unknown,1,,CEACAM1,Test,ref,18.0890416052655,0.754564531993806,Pass,0.00517922557972216,999,0,Fail,5.4125744085262,0.754564531993806,Pass,999,-1,0,Fail,
S95-A44,SS92,Unknown,1,,EPOR,Test,ref,999,0,Fail,0.00714922939070527,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S95-A45,SS92,Unknown,1,,Hes1,Test,ref,999,0,Fail,0.00476066601553474,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S95-A46,SS92,Unknown,1,,IK7F,Test,ref,999,0,Fail,0.00709356824211718,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S95-A47,SS92,Unknown,1,,mKi67,Test,ref,999,0,Fail,0.00665043797732045,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S95-A48,SS92,Unknown,1,,SELL,Test,ref,16.9983707415273,1,Pass,0.00840508919325634,999,0,Fail,4.32190354478798,0.964158270290059,Pass,999,-1,0,Fail,
S95-A54,SS92,Unknown,1,,CD99,Test,ref,15.6881396190114,1,Pass,0.00879726160737329,999,0,Fail,3.01167242227213,0.964158270290059,Pass,999,-1,0,Fail,
S95-A53,SS92,Unknown,1,,CD61,Test,ref,999,0,Fail,0.0106381859274878,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S95-A52,SS92,Unknown,1,,CD4,Test,ref,999,0,Fail,0.00718298207592986,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S95-A51,SS92,Unknown,1,,CD22,Test,ref,999,0,Fail,0.00877939272834603,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S95-A50,SS92,Unknown,1,,CD11a,Test,ref,999,0,Fail,0.00812914085089729,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S95-A49,SS92,Unknown,1,,CCNB1,Test,ref,999,0,Fail,0.0138130606667782,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S95-A60,SS92,Unknown,1,,SELP,Test,ref,999,0,Fail,0.00733681638298117,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S95-A59,SS92,Unknown,1,,MPL,Test,ref,15.4591789919059,0.914348011374187,Pass,0.00889315713841857,999,0,Fail,2.78271179516658,0.914348011374187,Pass,999,-1,0,Fail,
S95-A58,SS92,Unknown,1,,IL2RG,Test,ref,17.8432591198905,0.996257082777073,Pass,0.0102484366681444,999,0,Fail,5.16679192315118,0.964158270290059,Pass,999,-1,0,Fail,
S95-A57,SS92,Unknown,1,,HEY2,Test,ref,999,0,Fail,0.00937299001922149,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S95-A56,SS92,Unknown,1,,ERG,Test,ref,13.1191856554699,0.802707000142989,Fail,0.00736185684040496,999,0,Fail,0.442718458730619,0.802707000142989,Fail,999,-1,0,Fail,
S95-A55,SS92,Unknown,1,,CEACAM3,Test,ref,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S95-A66,SS92,Unknown,1,,CDKN1A,Test,ref,999,0,Fail,0.0038182707736666,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S95-A65,SS92,Unknown,1,,CD63,Test,ref,12.6840473695144,0.880423951131284,Pass,0.0103470318132771,999,0,Fail,0.00758017277511058,0.880423951131284,Pass,999,-1,0,Fail,
S95-A64,SS92,Unknown,1,,CD48,Test,ref,15.8400390830139,1,Pass,0.011165875493998,999,0,Fail,3.16357188627461,0.964158270290059,Pass,999,-1,0,Fail,
S95-A63,SS92,Unknown,1,,CD243,Test,ref,16.8067839736982,0.993114790692323,Pass,0.0143776782048589,999,0,Fail,4.13031677695892,0.964158270290059,Pass,999,-1,0,Fail,
S95-A62,SS92,Unknown,1,,CD13,Test,ref,999,0,Fail,0.0106337688185634,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S95-A61,SS92,Unknown,1,,CCNC,Test,ref,17.7217881821268,0.883183132644329,Pass,0.0131207306365164,999,0,Fail,5.04532098538754,0.883183132644329,Pass,999,-1,0,Fail,
S95-A72,SS92,Unknown,1,,TAL1,Test,ref,16.0655217616292,0.85663008816443,Pass,0.0105145637107563,999,0,Fail,3.38905456488988,0.85663008816443,Pass,999,-1,0,Fail,
S95-A71,SS92,Unknown,1,,MPO,Test,ref,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S95-A70,SS92,Unknown,1,,IL7R,Test,ref,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S95-A69,SS92,Unknown,1,,HMGA2,Test,ref,32.049690414687,0.0893962463161709,Fail,0.011342936222251,999,0,Fail,19.3732232179477,0.0893962463161709,Fail,999,-1,0,Fail,
S95-A68,SS92,Unknown,1,,FLI1,Test,ref,15.2829240004491,0.713171215220215,Pass,0.00577758540573219,999,0,Fail,2.60645680370979,0.713171215220215,Pass,999,-1,0,Fail,
S95-A67,SS92,Unknown,1,,CEACAM5,Test,ref,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S95-A78,SS92,Unknown,1,,CDKN1B,Test,ref,15.9249861323749,1,Pass,0.00779516202939579,999,0,Fail,3.24851893563562,0.964158270290059,Pass,999,-1,0,Fail,
S95-A77,SS92,Unknown,1,,CD71,Test,ref,999,0,Fail,0.014061906373137,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S95-A76,SS92,Unknown,1,,CD49e,Test,ref,15.0355643492234,0.800469654140718,Pass,0.011205159218408,999,0,Fail,2.35909715248414,0.800469654140718,Pass,999,-1,0,Fail,
S95-A75,SS92,Unknown,1,,CD244,Test,ref,17.3666228903293,0.900891363474689,Pass,0.0133227052026465,999,0,Fail,4.69015569359001,0.900891363474689,Pass,999,-1,0,Fail,
S95-A74,SS92,Unknown,1,,CD15,Test,ref,999,0,Fail,0.0103571401368519,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S95-A73,SS92,Unknown,1,,CCND1,Test,ref,999,0,Fail,0.0081677341556075,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S95-A84,SS92,Unknown,1,,THY1,Test,ref,17.7757678058042,0.986168098326364,Pass,0.0065164486298048,999,0,Fail,5.09930060906492,0.964158270290059,Pass,999,-1,0,Fail,
S95-A83,SS92,Unknown,1,,Notch1,Test,ref,999,0,Fail,0.00529467926150921,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S95-A82,SS92,Unknown,1,,ITGB7,Test,ref,999,0,Fail,0.0092058463308281,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S95-A81,SS92,Unknown,1,,HOXA5,Test,ref,19.0819792446199,0.854211918964192,Pass,0.00604053731352747,999,0,Fail,6.40551204788061,0.854211918964192,Pass,999,-1,0,Fail,
S95-A80,SS92,Unknown,1,,FLT3,Test,ref,999,0,Fail,0.0100339840136811,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S95-A79,SS92,Unknown,1,,CEACAM6,Test,ref,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S95-A90,SS92,Unknown,1,,Cdkn1c,Test,ref,999,0,Fail,0.00488845349121929,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S95-A89,SS92,Unknown,1,,CD86,Test,ref,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S95-A88,SS92,Unknown,1,,CD49f,Test,ref,16.0465530124709,0.9216384287457,Pass,0.0159430412820121,999,0,Fail,3.37008581573162,0.9216384287457,Pass,999,-1,0,Fail,
S95-A87,SS92,Unknown,1,,CD33,Test,ref,999,0,Fail,0.0120626810533097,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S95-A86,SS92,Unknown,1,,CD151,Test,ref,16.3146602555626,0.896787739821977,Pass,0.0145099881811032,999,0,Fail,3.63819305882334,0.896787739821977,Pass,999,-1,0,Fail,
S95-A85,SS92,Unknown,1,,CCNE1,Test,ref,999,0,Fail,0.0102196121843372,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S95-A96,SS92,Unknown,1,,VWF,Test,ref,999,0,Fail,0.00382006558225211,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S95-A95,SS92,Unknown,1,,Pu1,Test,ref,14.4742507244436,0.946913029175743,Pass,0.00638928502851184,999,0,Fail,1.79778352770427,0.946913029175743,Pass,999,-1,0,Fail,
S95-A94,SS92,Unknown,1,,KIT,Test,ref,15.0312763704701,0.837674095272587,Pass,0.00699479270713429,999,0,Fail,2.35480917373077,0.837674095272587,Pass,999,-1,0,Fail,
S95-A93,SS92,Unknown,1,,HOXB4,Test,ref,14.4983758372666,0.897167693985385,Pass,0.00524913885620777,999,0,Fail,1.8219086405273,0.897167693985385,Pass,999,-1,0,Fail,
S95-A92,SS92,Unknown,1,,ref,Reference,,12.6016657901081,0.928316540580117,Pass,0.00547711740858932,999,0,Fail,-0.0748014066311615,0.928316540580117,Pass,999,-1,0,Fail,
S95-A91,SS92,Unknown,1,,CEBPalfa,Test,ref,999,0,Fail,0.00479386673841566,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S05-A01,SS5,Unknown,1, ,ACE,Test,ref,16.4066376011407,1,Pass,0.00417469413939947,999,0,Fail,3.88294311486852,0.961524879292908,Pass,999,-1,0,Fail,
S05-A02,SS5,Unknown,1, ,Ccnf,Test,ref,999,0,Fail,0.00762680449631716,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S05-A03,SS5,Unknown,1, ,Cd162,Test,ref,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S05-A04,SS5,Unknown,1, ,CD34,Test,ref,13.9627516318255,0.978014872887619,Pass,0.0110004302618243,999,0,Fail,1.43905714555325,0.961524879292908,Pass,999,-1,0,Fail,
S05-A05,SS5,Unknown,1, ,CD53,Test,ref,16.2006230802796,0.779219098680874,Pass,0.00961195006642353,999,0,Fail,3.67692859400737,0.779219098680874,Pass,999,-1,0,Fail,
S05-A06,SS5,Unknown,1, ,CD9,Test,ref,999,0,Fail,0.0131871627125278,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S05-A07,SS5,Unknown,1, ,CDKN2A,Test,ref,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S05-A08,SS5,Unknown,1, ,CSF3R,Test,ref,14.2921546514667,0.923608377975545,Pass,0.00739483819285099,999,0,Fail,1.7684601651945,0.923608377975545,Pass,999,-1,0,Fail,
S05-A09,SS5,Unknown,1, ,GATA1,Test,ref,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S05-A10,SS5,Unknown,1, ,HPRT,Test,ref,999,0,Fail,0.00798256174323489,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S05-A11,SS5,Unknown,1, ,Lin28B,Test,ref,999,0,Fail,0.00623241913871582,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S05-A12,SS5,Unknown,1, ,RAG2,Test,ref,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S05-A13,SS5,Unknown,1, ,AHR,Test,ref,18.8748051057536,0.990907458874602,Pass,0.0106856699938162,999,0,Fail,6.3511106194814,0.961524879292908,Pass,999,-1,0,Fail,
S05-A14,SS5,Unknown,1, ,CCNG1,Test,ref,13.5915920020018,0.876800635534761,Pass,0.00646031329530732,999,0,Fail,1.06789751572959,0.876800635534761,Pass,999,-1,0,Fail,
